Aircraft Registration,Trax,Non-Routine/ Complaint/ WO Number,.pdf Document Name,Reported Date,ATA,Sub-ATA,Section,To Section,Station,Plus,mm/ Inch,To Station,Plus,mm/ Inch,Stringer,Plus,mm/ Inch,To Stringer,Plus,mm/ Inch,Water Line,To Water Line,Buttock Line,To Buttock Line,Damage Type,Component,Component,In Limits,In Limits Acc. Maint Data,Repair Performed,Repair Type,Repair Maintenance Data,Dimension:,mm/ Inch,Dimension,mm/ Inch,,mm/ Inch,Blend Repair,Blend Width,mm/ Inch,Blend Length,mm/ Inch,Blend Remaining Thickness,mm/ Inch,"Repair Status (A,B,C, N/A)",Major Repair,
,Defect Report Number,(MRO's reference number),,,,,,,,,,,,,,,,,,,,,,,,PN,SN,IN/OUT,,Y/N,,,(L) ,,(W) ,,Dimension,,Y/N,,,,,,,,Y/N,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Y),,,,,,,,,,,
PH-HSC,,WO 5762108-1 (Scratch 1),WO 5762108,8/3/2022,53,80,43,,460,,,,,,S-18R,,,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD1,,,,,,,Y,19,mm,94,mm,"2,19",mm,CAT-A,N,
PH-HSC,,WO 5762108-1 (Scratch 2),WO 5762108,8/3/2022,53,80,43,,460,,,,,,S-18R,,,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD1,,,,,,,Y,19,mm,50,mm,"2,20",mm,CAT-A,N,
PH-HSC,,WO 5762108-1 (Scratch 3),WO 5762108,8/3/2022,53,80,43,,460,,,,,,S-18R,,,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD1,,,,,,,Y,20,mm,183,mm,"2,20",mm,CAT-A,N,
PH-HSC,,WO 5762130-1,WO 5762130,8/3/2022,53,80,47,,1006,,,1016,,,S-14L,,,S-16L,,,,,,,DENT,,,OUT,,Y,REWORK,CZT-TAV-22-0122-03C FAA 8100-9,59,mm,81,mm,"0,62",mm,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762384-1 (Dent 1),WO 5762384,9/3/2023,53,80,48,,1016,150,mm,,,,S-14L,-15,mm,,,,,,,,DENT,,,IN,SRM 53-00-01 AD1,N,DENT (IN LIMITS),,31,mm,25,mm,"0,35",mm,,,,,,,,,,
PH-HSC,,WO 5762384-1 (Dent 2),WO 5762384,9/3/2023,53,80,48,,1016,74,mm,,,,S-14L,10,mm,,,,,,,,DENT,,,OUT,,Y,REWORK,RDR No. CZT-TAV-22-0126-04B,80,mm,71,mm,"0,68",mm,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762472-1,WO 5762472,9/3/2023,55,30,VERT STAB,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 55-30-01 Repair 9,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSC,,WO 5762528-1,WO 5762528,10/3/2022,52,80,46,,829350,,,"818,4",,,DOOR-CRG-A,30,mm,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 52-30-01-1A,,,,,,,Y,11,mm,13,mm,,,CAT-A,N,
PH-HSC,,WO 5762529-1 (Scratch 1),WO 5762529,10/3/2022,52,80,46,,829350,,,"818,4",,,DOOR-CRG-B,73,mm,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 52-30-01-1A,,,,,,,Y,8,mm,12,mm,,,CAT-A,N,
PH-HSC,,WO 5762529-1 (Scratch 2),WO 5762529,10/3/2022,52,80,46,,829350,,,"818,4",,,DOOR-CRG-B,73,mm,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 52-30-01-1A,,,,,,,Y,9,mm,23,mm,,,CAT-A,N,
PH-HSC,,WO 5762531-1,WO 5762531,10/3/2022,52,80,46,,829350,,,"844,930",,,DOOR-CRG-D,83,mm,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 52-30-01-1A,,,,,,,Y,8,mm,14,mm,,,CAT-A,N,
PH-HSC,,WO 5762672-1,WO 5762672,11/3/2022,57,,WING RH,,,,,,,,,,,,,,,,,,CORROSION,116A9110-32,,OUT,,Y,REWORK,CM156764 SRM 57-41-01 ,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762736-1,WO 5762736,11/3/2022,57,,WING RH,,,,,,,,,,,,,,,,,,CORROSION,116A9121-18,,OUT,,Y,REWORK,CM156792 SRM 57-41-01 ,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762846-1,WO 5762846,11/3/2022,57,,WING RH,,,,,,,,,,,,,,,,,,CORROSION,116A9121-12,,OUT,,Y,REWORK,CM156801 SRM 57-41-01 ,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762849-1,WO 5762849,11/3/2022,57,,WING RH,,,,,,,,,,,,,,,,,,CORROSION,116A9121-4,,OUT,,Y,REWORK,CM156802 SRM 57-41-01 ,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762851-1,WO 5762851,11/3/2022,57,,WING RH,,,,,,,,,,,,,,,,,,CORROSION,116A9110-28,,OUT,,Y,REWORK,CM156803 SRM 57-41-01 ,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762852-1,WO 5762852,11/3/2022,57,,WING RH,,,,,,,,,,,,,,,,,,CORROSION,116A9110-44,,OUT,,Y,REWORK,CM156804 SRM 57-41-01 ,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762853-1,WO 5762853,11/3/2022,57,,WING LH,,,,,,,,,,,,,,,,,,CORROSION,116A9110-31,,OUT,,Y,REWORK,CM156805 SRM 57-41-01 ,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5736428-1 Seq 387,WO 5736428,1/18/2022,57,20,,WING RH,,,,,,,,,,,,,,,,,CRACK,115A3712-8,,OUT,,Y,COMPOSITE REPAIR,CM 155178 SRM 57-51-01 Repair 1,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737482-1 Seq 402,WO 5737482,1/21/2022,57,70,,WING LH,,,,FLAP-MN-IN,,,,,,,,,,,,,CRACK,113A2019-1,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0036-03B,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737504-1 Seq 404,WO 5737504,1/21/2022,53,80,,41,,,,,,,,,,,,,,,,,DELAM,149A7556-2,,OUT,,Y,COMPOSITE REPAIR,CM 155154 SRM 53-60-70 Repair 1,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737541-1 Seq 406,WO 5737541,1/22/2022,53,80,,48,1040,,,1064,,,S-25R,,,S-26R,,,,,,,DENT,,,IN,SRM 53-00-01 AD1,N,DENT (IN LIMITS),,18,mm,18,mm,"0,06",mm,,,,,,,,,,
PH-HSJ,,WO 5737542-1 Seq 407,WO 5737542,1/22/2022,53,80,,48,1016,,,1040,,,S-12L,,,S-13L,,,,,,,DENT,,,IN,SRM 53-00-01 AD1,N,DENT (IN LIMITS),,55,mm,55,mm,"0,56",mm,,,,,,,,,,
PH-HSJ,,WO 5737543-1 Seq 408 (Dent 1),WO 5737543,1/22/2022,53,80,,48,1016,,,1040,,,S-14L,,,S-15L,,,,,,,DENT,,,IN,SRM 53-00-01 AD1,N,DENT (IN LIMITS),,32,mm,19,mm,"0,07",mm,,,,,,,,,,
PH-HSJ,,WO 5737543-1 Seq 408 (Dent 2),WO 5737543,1/22/2022,53,80,,48,1016,,,1040,,,S-14L,,,S-15L,,,,,,,DENT,,,IN,SRM 53-00-01 AD1,N,DENT (IN LIMITS),,54,mm,40,mm,"0,37",mm,,,,,,,,,,
PH-HSJ,,WO 5737543-1 Seq 408 (Dent 3),WO 5737543,1/22/2022,53,80,,48,1016,,,1040,,,S-14L,,,S-15L,,,,,,,DENT,,,IN,SRM 53-00-01 AD1,N,DENT (IN LIMITS),,31,mm,16,mm,"0,17",mm,,,,,,,,,,
PH-HSJ,,WO 5737551-1 Seq 413,WO 5737551,1/22/2022,53,60,,41,,,,,,,,,,,,,,,,,DELAM,149A7553-1,,OUT,,Y,COMPOSITE REPAIR,CM 155177 SRM 53-60-70 Repair 1,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737553-1 Seq 414,WO 5737553,1/22/2022,53,60,,41,,,,,,,,,,,,,,,,,DELAM,149A7553-2,,OUT,,Y,COMPOSITE REPAIR,CM 155186 SRM 53-60-70 Repair 1,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737584-1 Seq 418,WO 5737584,1/22/2022,57,70,,WING RH,,,,SLAT-7 ,,,,,,,,,,,,,DENT,,,IN,SRM 57-42-01-1A,N,DENT (IN LIMITS),,15,mm,15,mm,"0,33",mm,,,,,,,,,,
PH-HSJ,,WO 5737606-1 Seq 424,WO 5737606,1/22/2022,57,70,,WING RH,,,,KRUE-3,,,,,,,,,,,,,DELAM,,,OUT,,Y,PATCH REPAIR,SRM 51-70-14 Repair 4,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737611-1,WO 5737611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSJ,,WO 5737620-1 Seq 427,WO 5737620,1/22/2022,53,0,,41,"294,5",,,380,,,S-25L,,,S-25R,,,,,,,,,,IN,SRM 51-20-01,Y,,,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737644-1 Seq 429,WO 5737644,1/22/2022,55,10,,HOR STAB L,,,,,,,,,,,,,,,,,CHAFING,186A1000-45,SAMC002880,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0065-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737655-1 Seq 433,WO 5737655,1/22/2022,57,41,,WING RH,,,,,,,,,,,,,,,,,CORROSION,116A9121-8,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0038-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737754-1 Seq 452 (Dent 1),WO 5737754,1/23/2022,57,70,,WING LH,,,,SPOILER-4,,,,,,,,,,,,,DENT,113A4400-5,36867,OUT,,Y,COMPOSITE REPAIR,RDR No CZT-TAV-22-0060-02B / CM 155529,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737754-1 Seq 452 (Dent 1),WO 5737754,1/23/2022,57,70,,WING LH,,,,SPOILER-4,,,,,,,,,,,,,DENT,113A4400-5,36867,OUT,,Y,COMPOSITE REPAIR,RDR No CZT-TAV-22-0060-02B / CM 155529,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737754-1 Seq 452 (Dent 1),WO 5737754,1/23/2022,57,70,,WING LH,,,,SPOILER-4,,,,,,,,,,,,,DENT,113A4400-5,36867,OUT,,Y,COMPOSITE REPAIR,RDR No CZT-TAV-22-0060-02B / CM 155529,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737757-1 Seq 455,WO 5737757,1/23/2022,57,70,,WING RH,,,,SPOILER-8,,,,,,,,,,,,,DENT,113A4500-6,36905,OUT,,Y,COMPOSITE REPAIR,RDR No CZT-TAV-22-0056-04B / CM 155530,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737817-1 Seq 466,WO 5737817,1/24/2022,57,41,,WING LH,,,,,,,,,,,,,,,,,CORROSION,116A9121-23,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0039-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737827-1 Seq 468,WO 5737827,1/24/2022,57,10,,44,,,,,,,,,,,,,,,,,CRACK,,,OUT,,Y,SPLICE REPAIR,SRM 57-10-10 Repair 5,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737829-1 Seq 469,WO 5737829,1/24/2022,57,10,,44,,,,,,,,,,,,,,,,,CRACK,,,OUT,,Y,SPLICE REPAIR,SRM 57-10-10 Repair 5,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 1),WO 5737987,1/24/2022,53,0,,44,540,,,559,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,16,mm,16,mm,"3,62",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 2),WO 5737987,1/24/2022,53,0,,44,540,,,559,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,22,mm,22,mm,"3,60",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 3),WO 5737987,1/24/2022,53,0,,44,540,,,559,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,18,mm,18,mm,"3,31",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 4),WO 5737987,1/24/2022,53,0,,44,540,,,559,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,12,mm,12,mm,"3,33",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 5),WO 5737987,1/24/2022,53,0,,44,540,,,559,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,16,mm,16,mm,"3,31",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 6),WO 5737987,1/24/2022,53,0,,44,559,,,578,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,20,mm,20,mm,"3,64",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 7),WO 5737987,1/24/2022,53,0,,44,559,,,578,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,25,mm,25,mm,"3,61",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 8),WO 5737987,1/24/2022,53,0,,44,559,,,578,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,22,mm,30,mm,"3,62",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 9),WO 5737987,1/24/2022,53,0,,44,578,,,601,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,29,mm,32,mm,"3,43",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 10),WO 5737987,1/24/2022,53,0,,44,578,,,601,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,22,mm,32,mm,"3,65",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 11),WO 5737987,1/24/2022,53,0,,44,578,,,601,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,18,mm,18,mm,"3,59",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 12),WO 5737987,1/24/2022,53,0,,44,578,,,601,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,14,mm,25,mm,"3,53",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 13),WO 5737987,1/24/2022,53,0,,44,578,,,601,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,18,mm,20,mm,"3,62",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 14),WO 5737987,1/24/2022,53,0,,44,578,,,601,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,11,mm,20,mm,"3,63",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 15),WO 5737987,1/24/2022,53,0,,44,578,,,601,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,7,mm,18,mm,"3,60",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 16),WO 5737987,1/24/2022,53,0,,44,601,,,616,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,15,mm,15,mm,"3,57",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 17),WO 5737987,1/24/2022,53,0,,44,601,,,616,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,14,mm,24,mm,"3,64",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 18),WO 5737987,1/24/2022,53,0,,44,601,,,616,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,15,mm,23,mm,"3,60",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 19),WO 5737987,1/24/2022,53,0,,44,601,,,616,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,14,mm,14,mm,"3,64",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 20),WO 5737987,1/24/2022,53,0,,44,601,,,616,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,11,mm,22,mm,"3,59",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 21),WO 5737987,1/24/2022,53,0,,44,616,,,639,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,24,mm,24,mm,"3,62",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 22),WO 5737987,1/24/2022,53,0,,44,616,,,639,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,25,mm,30,mm,"3,59",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 23),WO 5737987,1/24/2022,53,0,,44,616,,,639,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,21,mm,29,mm,"3,57",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 24),WO 5737987,1/24/2022,53,0,,44,616,,,639,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,25,mm,31,mm,"3,49",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 25),WO 5737987,1/24/2022,53,0,,44,616,,,639,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,15,mm,22,mm,"3,53",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 26),WO 5737987,1/24/2022,53,0,,44,616,,,639,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,19,mm,19,mm,"3,55",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 27),WO 5737987,1/24/2022,53,0,,44,616,,,639,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,18,mm,18,mm,"3,55",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 28),WO 5737987,1/24/2022,53,0,,44,639,,,663.75,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,15,mm,22,mm,"3,57",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 29),WO 5737987,1/24/2022,53,0,,44,639,,,663.75,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,18,mm,18,mm,"3,58",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 30),WO 5737987,1/24/2022,53,0,,44,639,,,663.75,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,17,mm,17,mm,"3,60",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 31),WO 5737987,1/24/2022,53,0,,44,639,,,663.75,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,23,mm,23,mm,"3,57",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 32),WO 5737987,1/24/2022,53,0,,44,639,,,663.75,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,12,mm,18,mm,"3,64",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 33),WO 5737987,1/24/2022,53,0,,44,639,,,663.75,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,20,mm,20,mm,"3,63",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 34),WO 5737987,1/24/2022,53,0,,44,639,,,663.75,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,11,mm,15,mm,"3,64",mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 35),WO 5737987,1/24/2022,53,0,,44,663.75,,,685,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,18,mm,18,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 36),WO 5737987,1/24/2022,53,0,,44,663.75,,,685,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,10,mm,20,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 37),WO 5737987,1/24/2022,53,0,,44,663.75,,,685,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,10,mm,24,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 38),WO 5737987,1/24/2022,53,0,,44,663.75,,,685,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,7,mm,23,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 39),WO 5737987,1/24/2022,53,0,,44,663.75,,,685,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,14,mm,14,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 40),WO 5737987,1/24/2022,53,0,,44,663.75,,,685,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,15,mm,15,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 41),WO 5737987,1/24/2022,53,0,,44,685,,,706,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,11,mm,11,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 42),WO 5737987,1/24/2022,53,0,,44,685,,,706,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,10,mm,10,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 43),WO 5737987,1/24/2022,53,0,,44,685,,,706,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,8,mm,15,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 44),WO 5737987,1/24/2022,53,0,,44,685,,,706,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,15,mm,15,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 45),WO 5737987,1/24/2022,53,0,,44,685,,,706,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,16,mm,16,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 46),WO 5737987,1/24/2022,53,0,,44,685,,,706,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,6,mm,10,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 47),WO 5737987,1/24/2022,53,0,,44,706,,,,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,11,mm,11,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 48),WO 5737987,1/24/2022,53,0,,44,706,,,,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,12,mm,12,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 49),WO 5737987,1/24/2022,53,0,,44,706,,,,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,8,mm,10,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5737987-1 Seq 484 (Scratch 50),WO 5737987,1/24/2022,53,0,,44,706,,,,,,S-16R,,,S-17R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD 1,,,,,,,Y,7,mm,24,mm,,mm,CAT-A,N,
